customer_id,customer_segment,predicted_discount,predicted_redemption_prob,predicted_revenue,current_redemption_rate,total_spent,avg_order_value,coupon_type
CUST_000924,Low Value,12.0,0.0,0.0,0.0,313624.07,22401.72,Premium Discount
CUST_000925,Medium Value,14.0,0.5,7673.67,0.5,300287.27,17663.96,Premium Discount
CUST_000926,Medium Value,16.0,0.412,6076.78,0.412,1088630.85,17279.85,Standard Discount
CUST_000927,Medium Value,15.0,0.538,5078.92,0.538,494398.37,10519.11,Standard Discount
CUST_000928,VIP,5.0,0.438,12741.49,0.438,1232785.58,31609.89,Exclusive VIP Offer
CUST_000929,Low Value,10.0,-0.0,0.0,0.0,0.0,0.0,Premium Discount
CUST_000930,Medium Value,14.0,0.571,8203.37,0.571,789070.74,16438.97,Premium Discount
CUST_000931,High Value,7.0,0.542,10305.66,0.542,1855704.25,20850.61,Loyalty Reward
CUST_000932,VIP,5.0,0.667,33457.63,0.667,417534.75,59647.82,Exclusive VIP Offer
CUST_000933,Medium Value,12.0,0.706,12547.81,0.706,1212041.19,20200.69,Premium Discount
CUST_000934,VIP,5.0,0.875,15251.88,0.875,518608.55,18521.73,Exclusive VIP Offer
CUST_000935,Low Value,12.0,0.333,4192.92,0.333,357171.08,14286.84,Premium Discount
CUST_000936,Low Value,19.0,0.143,939.37,0.143,98238.28,7556.79,Standard Discount
CUST_000937,Medium Value,16.0,-0.0,0.0,0.0,168118.4,21014.8,Standard Discount
CUST_000938,Medium Value,12.0,0.733,7498.13,0.733,471168.41,11218.3,Premium Discount
CUST_000939,Medium Value,14.0,0.625,11966.62,0.625,979878.77,21775.08,Premium Discount
CUST_000940,Low Value,13.0,-0.0,0.0,0.0,52499.82,8749.97,Premium Discount
CUST_000941,VIP,5.0,1.0,19798.32,1.0,146859.3,20979.9,Exclusive VIP Offer
CUST_000942,VIP,5.0,0.905,14867.14,0.905,833965.89,17374.29,Exclusive VIP Offer
CUST_000943,VIP,6.0,0.75,14863.92,0.75,830789.79,20769.74,Exclusive VIP Offer
CUST_000944,Low Value,13.0,0.4,3334.03,0.4,191546.65,9577.33,Premium Discount
CUST_000945,High Value,5.0,0.727,22955.26,0.727,2979186.87,33854.4,Loyalty Reward
CUST_000946,Low Value,11.0,0.333,4456.61,0.333,225787.81,15052.52,Premium Discount
CUST_000947,High Value,10.0,0.652,22528.32,0.652,2543023.38,37955.57,Loyalty Reward
CUST_000948,High Value,11.0,0.476,11981.84,0.476,1803208.19,28175.13,Premium Discount
CUST_000949,High Value,9.0,0.604,23403.25,0.604,5894414.91,43024.93,Loyalty Reward
CUST_000950,VIP,5.0,0.5,3356.84,0.5,146663.29,7333.16,Exclusive VIP Offer
CUST_000951,VIP,5.0,0.933,12059.92,0.933,785191.81,13537.79,Exclusive VIP Offer
CUST_000952,VIP,5.0,0.75,20934.57,0.75,1321771.41,29372.7,Exclusive VIP Offer
CUST_000953,VIP,5.0,0.75,25679.25,0.75,559227.09,37281.81,Exclusive VIP Offer
CUST_000954,Medium Value,15.0,0.357,7351.56,0.357,798057.07,23472.27,Standard Discount
CUST_000955,Low Value,16.0,-0.0,0.0,0.0,144145.05,10296.08,Standard Discount
CUST_000956,Medium Value,12.0,0.65,11166.57,0.65,1084304.62,19362.58,Premium Discount
CUST_000957,Medium Value,14.0,0.56,6895.54,0.56,826895.83,14256.82,Premium Discount
CUST_000958,Medium Value,13.0,0.857,9477.81,0.857,300527.92,12522.0,Premium Discount
CUST_000959,VIP,5.0,0.75,23557.32,0.75,1368332.0,33373.95,Exclusive VIP Offer
CUST_000960,Medium Value,15.0,0.417,8958.72,0.417,1373033.25,24518.45,Standard Discount
CUST_000961,High Value,12.0,0.643,22205.42,0.643,2998763.53,38944.98,Premium Discount
CUST_000962,Low Value,21.0,0.0,17.98,0.0,348229.04,23215.27,High Value Discount
CUST_000963,Low Value,11.0,-0.0,0.0,0.0,0.0,0.0,Premium Discount
CUST_000964,VIP,5.0,0.538,9033.86,0.538,1091560.67,17894.44,Exclusive VIP Offer
CUST_000965,Low Value,20.0,-0.0,0.0,0.0,321385.65,14608.44,High Value Discount
CUST_000966,Medium Value,15.0,0.412,7928.88,0.412,1245873.13,22247.73,Standard Discount
CUST_000967,Low Value,14.0,0.0,0.0,0.0,65627.05,16406.76,Premium Discount
CUST_000968,VIP,5.0,0.429,6502.35,0.429,346302.38,15741.02,Exclusive VIP Offer
CUST_000969,VIP,5.0,0.857,32651.55,0.857,847819.38,40372.35,Exclusive VIP Offer
CUST_000970,Medium Value,14.0,0.35,10246.14,0.35,2031301.2,33855.02,Premium Discount
CUST_000971,High Value,13.0,0.429,18805.76,0.429,2333982.28,48624.63,Premium Discount
CUST_000972,Low Value,13.0,-0.0,0.0,0.0,114636.23,10421.48,Premium Discount
CUST_000973,VIP,5.0,1.0,19747.36,1.0,354667.28,20862.78,Exclusive VIP Offer
CUST_000974,Low Value,14.0,0.25,4071.28,0.25,382322.58,19116.13,Premium Discount
CUST_000975,VIP,5.0,1.0,8623.83,1.0,63754.47,9107.78,Exclusive VIP Offer
CUST_000976,VIP,7.0,0.6,5901.49,0.6,242722.41,10553.15,Exclusive VIP Offer
CUST_000977,High Value,5.0,0.545,15419.13,0.545,2212865.19,29903.58,Loyalty Reward
CUST_000978,Low Value,11.0,-0.0,0.0,0.0,0.0,0.0,Premium Discount
CUST_000979,Medium Value,14.0,0.4,3839.04,0.4,249236.79,11328.95,Premium Discount
CUST_000980,VIP,5.0,0.5,2999.02,0.5,62700.27,6270.03,Exclusive VIP Offer
CUST_000981,VIP,5.0,1.0,28405.93,1.0,362185.4,30182.12,Exclusive VIP Offer
CUST_000982,VIP,5.0,1.0,4231.79,1.0,13756.79,4585.6,Exclusive VIP Offer
CUST_000983,Low Value,20.0,0.182,2838.36,0.182,1016189.75,19173.39,Standard Discount
CUST_000984,Medium Value,15.0,0.333,1594.8,0.333,129656.69,5402.36,Premium Discount
CUST_000985,Low Value,21.0,0.125,771.76,0.125,112507.84,7500.52,High Value Discount
CUST_000986,Medium Value,13.0,0.857,8849.96,0.857,222895.78,11731.36,Premium Discount
CUST_000987,VIP,5.0,0.571,6665.85,0.571,613034.41,12260.69,Exclusive VIP Offer
CUST_000988,VIP,5.0,0.833,25227.84,0.833,1116227.82,31892.22,Exclusive VIP Offer
CUST_000989,Low Value,13.0,0.0,0.0,0.0,104276.43,8021.26,Premium Discount
CUST_000990,Low Value,12.0,0.0,0.0,0.0,169791.48,14149.29,Premium Discount
CUST_000991,Low Value,12.0,-0.0,0.0,0.0,0.0,0.0,Premium Discount
CUST_000992,Low Value,17.0,0.143,3063.34,0.143,215482.87,23942.54,Standard Discount
CUST_000993,Medium Value,15.0,0.615,8982.38,0.615,540676.37,16896.14,Premium Discount
CUST_000994,VIP,5.0,0.538,14424.99,0.538,1094915.55,28813.57,Exclusive VIP Offer
CUST_000995,VIP,5.0,0.75,9048.75,0.75,283487.97,12325.56,Exclusive VIP Offer
CUST_000996,Low Value,13.0,0.0,0.0,0.0,463832.29,42166.57,Premium Discount
CUST_000997,High Value,5.0,0.769,20616.01,0.769,1992022.25,28056.65,Loyalty Reward
CUST_000998,VIP,5.0,0.571,9116.06,0.571,699967.22,16665.89,Exclusive VIP Offer
CUST_000999,Medium Value,12.0,0.625,7844.85,0.625,325378.24,14146.88,Premium Discount
CUST_001000,VIP,7.0,0.5,4665.75,0.5,334325.84,10131.09,Exclusive VIP Offer
CUST_001001,Low Value,13.0,0.0,0.0,0.0,20922.57,5230.64,Premium Discount
CUST_001002,Low Value,17.0,-0.0,0.0,0.0,86662.35,7221.86,Standard Discount
CUST_001003,VIP,5.0,1.0,25647.62,1.0,432012.53,27000.78,Exclusive VIP Offer
CUST_001004,High Value,5.0,0.788,17206.2,0.788,2017698.49,22928.39,Loyalty Reward
CUST_001005,Medium Value,14.0,0.364,3832.2,0.364,490376.63,12259.42,Premium Discount
CUST_001006,Low Value,14.0,-0.0,0.0,0.0,1261.19,1261.19,Premium Discount
CUST_001007,Medium Value,12.0,0.5,7685.4,0.5,748081.94,17397.25,Premium Discount
CUST_001008,Low Value,14.0,0.0,0.0,0.0,22598.31,5649.58,Premium Discount
CUST_001009,VIP,5.0,0.5,18287.8,0.5,846873.53,38494.25,Exclusive VIP Offer
CUST_001010,High Value,5.0,0.708,23057.88,0.708,2578575.77,34381.01,Loyalty Reward
CUST_001011,VIP,5.0,0.333,13616.03,0.333,468509.94,42591.81,Exclusive VIP Offer
CUST_001012,Low Value,12.0,-0.0,0.0,0.0,0.0,0.0,Premium Discount
CUST_001013,Medium Value,14.0,0.5,9678.9,0.5,453257.14,22662.86,Premium Discount
CUST_001014,VIP,5.0,0.6,6946.1,0.6,170418.67,12172.76,Exclusive VIP Offer
CUST_001015,VIP,5.0,0.6,3186.03,0.6,72364.06,5566.47,Exclusive VIP Offer
CUST_001016,High Value,10.0,0.788,19293.03,0.788,2609378.89,26900.81,Loyalty Reward
CUST_001017,VIP,7.0,0.632,6783.24,0.632,552252.89,11505.27,Exclusive VIP Offer
CUST_001018,High Value,5.0,0.737,21738.89,0.737,3808116.87,30960.3,Loyalty Reward
CUST_001019,Low Value,18.0,-0.0,0.0,0.0,67634.43,22544.81,Standard Discount
CUST_001020,Low Value,22.0,-0.0,0.0,0.0,244505.61,15281.6,High Value Discount
CUST_001021,VIP,5.0,0.5,10131.05,0.5,350577.07,21911.07,Exclusive VIP Offer
CUST_001022,Medium Value,14.0,0.4,2500.96,0.4,249692.84,7343.91,Premium Discount
CUST_001023,Low Value,12.0,0.2,3666.35,0.2,267443.48,20572.58,Premium Discount
CUST_001024,VIP,5.0,1.0,23485.68,1.0,222661.17,24740.13,Exclusive VIP Offer
CUST_001025,High Value,7.0,0.52,20603.17,0.52,3487469.09,43055.17,Loyalty Reward
CUST_001026,High Value,13.0,0.6,17213.02,0.6,5422005.61,32082.87,Premium Discount
CUST_001027,VIP,5.0,0.8,17801.32,0.8,353955.42,23597.03,Exclusive VIP Offer
CUST_001028,VIP,5.0,0.778,13913.95,0.778,626470.77,18983.96,Exclusive VIP Offer
CUST_001029,Low Value,18.0,0.167,3070.33,0.167,362997.95,22687.37,Standard Discount
CUST_001030,High Value,5.0,0.741,21551.74,0.741,4692360.4,30870.79,Loyalty Reward
CUST_001031,VIP,5.0,0.762,5440.74,0.762,323915.68,7532.92,Exclusive VIP Offer
CUST_001032,Medium Value,14.0,0.545,8099.38,0.545,483986.91,17285.25,Premium Discount
CUST_001033,High Value,10.0,0.657,29246.74,0.657,5450099.65,51416.03,Premium Discount
CUST_001034,VIP,5.0,1.0,4498.85,1.0,52920.59,4810.96,Exclusive VIP Offer
CUST_001035,Medium Value,14.0,0.455,10247.17,0.455,1150586.58,25012.75,Premium Discount
CUST_001036,Medium Value,12.0,1.0,15481.58,1.0,299056.78,17591.58,Premium Discount
CUST_001037,VIP,5.0,0.5,12373.03,0.5,283977.5,25816.14,Exclusive VIP Offer
CUST_001038,Medium Value,15.0,0.333,9313.09,0.333,524400.79,32775.05,Standard Discount
CUST_001039,VIP,5.0,0.75,5703.27,0.75,111959.24,7997.09,Exclusive VIP Offer
CUST_001040,Low Value,13.0,0.0,0.0,0.0,116163.23,38721.08,Premium Discount
CUST_001041,Medium Value,12.0,1.0,17236.61,1.0,384040.89,19202.04,Premium Discount
CUST_001042,Low Value,12.0,0.286,7092.44,0.286,504296.73,25214.84,Premium Discount
CUST_001043,Low Value,12.0,0.0,0.0,0.0,58208.76,11641.75,Premium Discount
CUST_001044,Low Value,17.0,0.0,0.0,0.0,139891.37,69945.68,Standard Discount
CUST_001045,VIP,5.0,0.5,18230.7,0.5,307587.68,38448.46,Exclusive VIP Offer
CUST_001046,VIP,5.0,0.867,17085.95,0.867,975526.27,20755.88,Exclusive VIP Offer
CUST_001047,Medium Value,17.0,0.25,2041.78,0.25,134912.17,9636.58,Standard Discount
CUST_001048,High Value,13.0,0.5,23485.33,0.5,2169309.97,50449.07,Premium Discount
CUST_001049,VIP,8.0,0.786,23732.02,0.786,1037527.9,32422.75,Exclusive VIP Offer
CUST_001050,Medium Value,13.0,0.625,10924.68,0.625,352797.96,19599.89,Premium Discount
CUST_001051,High Value,8.0,0.6,13376.59,0.6,1694107.18,24201.53,Loyalty Reward
CUST_001052,Medium Value,16.0,-0.0,0.0,0.0,269755.74,16859.73,Standard Discount
CUST_001053,Low Value,11.0,0.2,3351.42,0.2,252685.78,18048.98,Premium Discount
CUST_001054,Low Value,12.0,0.333,7783.99,0.333,370855.05,26489.65,Premium Discount
CUST_001055,VIP,5.0,0.833,13686.41,0.833,1306528.47,17655.79,Exclusive VIP Offer
CUST_001056,VIP,5.0,1.0,14660.1,1.0,46851.45,15617.15,Exclusive VIP Offer
CUST_001057,Medium Value,15.0,0.467,5319.11,0.467,496015.42,12400.39,Premium Discount
CUST_001058,Low Value,14.0,0.0,0.0,0.0,87277.07,9697.45,Premium Discount
CUST_001059,VIP,5.0,0.789,31071.34,0.789,1758847.78,40903.44,Exclusive VIP Offer
CUST_001060,Low Value,12.0,-0.0,0.0,0.0,0.0,0.0,Premium Discount
CUST_001061,VIP,5.0,0.75,9655.41,0.75,860255.74,13654.85,Exclusive VIP Offer
CUST_001062,VIP,7.0,0.474,6361.11,0.474,1014576.15,14493.94,Exclusive VIP Offer
CUST_001063,Medium Value,15.0,0.625,8641.61,0.625,450353.11,16084.04,Premium Discount
CUST_001064,VIP,5.0,0.75,30347.31,0.75,718293.5,42252.56,Exclusive VIP Offer
CUST_001065,VIP,6.0,0.722,9610.7,0.722,524052.58,14163.58,Exclusive VIP Offer
CUST_001066,High Value,5.0,0.583,20422.33,0.583,4306366.06,37123.85,Loyalty Reward
CUST_001067,Low Value,11.0,0.4,4121.9,0.4,189502.81,11843.93,Premium Discount
CUST_001068,High Value,5.0,0.55,14819.87,0.55,2108118.42,28488.09,Loyalty Reward
CUST_001069,VIP,5.0,0.4,8226.33,0.4,335511.88,22367.46,Exclusive VIP Offer
CUST_001070,VIP,5.0,1.0,4531.65,1.0,70194.7,5013.91,Exclusive VIP Offer
CUST_001071,Low Value,16.0,0.4,2999.44,0.4,236198.54,9084.56,Standard Discount
CUST_001072,Medium Value,15.0,0.538,6198.02,0.538,229694.52,13511.44,Standard Discount
CUST_001073,High Value,12.0,0.458,14717.77,0.458,2515347.85,36454.32,Premium Discount
CUST_001074,VIP,7.0,0.333,6444.53,0.333,766487.86,21291.33,Exclusive VIP Offer
CUST_001075,VIP,5.0,0.692,12700.84,0.692,1011427.95,19450.54,Exclusive VIP Offer
CUST_001076,Low Value,10.0,0.333,5996.59,0.333,311082.8,20738.85,Premium Discount
CUST_001077,VIP,5.0,0.5,8508.49,0.5,693929.57,17793.07,Exclusive VIP Offer
CUST_001078,Medium Value,15.0,0.545,6837.65,0.545,598834.31,14605.71,Standard Discount
CUST_001079,Medium Value,14.0,0.6,10471.82,0.6,739853.05,19996.03,Premium Discount
CUST_001080,VIP,5.0,0.692,11855.9,0.692,723651.45,18091.29,Exclusive VIP Offer
CUST_001081,VIP,5.0,0.667,4831.05,0.667,38337.57,7667.51,Exclusive VIP Offer
CUST_001082,VIP,5.0,1.0,26330.72,1.0,336105.76,28008.81,Exclusive VIP Offer
CUST_001083,VIP,5.0,0.647,8784.9,0.647,482253.76,14613.75,Exclusive VIP Offer
CUST_001084,High Value,14.0,0.444,13545.3,0.444,2671519.84,34695.06,Premium Discount
CUST_001085,VIP,5.0,0.667,11559.85,0.667,167336.84,18592.98,Exclusive VIP Offer
CUST_001086,Medium Value,15.0,0.4,3379.98,0.4,216578.94,9844.5,Standard Discount
CUST_001087,VIP,5.0,1.0,35739.04,1.0,457319.97,38110.0,Exclusive VIP Offer
CUST_001088,Low Value,13.0,0.0,0.0,0.0,570573.56,33563.15,Premium Discount
CUST_001089,Low Value,11.0,0.0,0.0,0.0,2171.5,2171.5,Premium Discount
CUST_001090,Low Value,15.0,0.0,0.0,0.0,188372.95,15697.75,Standard Discount
CUST_001091,Medium Value,14.0,0.533,10903.34,0.533,863480.66,23337.32,Premium Discount
CUST_001092,VIP,5.0,0.846,16884.52,0.846,922145.02,20957.84,Exclusive VIP Offer
CUST_001093,VIP,5.0,0.647,13386.23,0.647,1046613.07,21804.44,Exclusive VIP Offer
CUST_001094,VIP,5.0,0.647,13278.2,0.647,911140.69,21693.83,Exclusive VIP Offer
CUST_001095,Medium Value,15.0,0.333,2280.86,0.333,135998.84,7999.93,Premium Discount
CUST_001096,Medium Value,13.0,0.75,4104.59,0.75,168031.09,5794.18,Premium Discount
CUST_001097,High Value,5.0,0.333,24957.41,0.333,724358.5,103479.79,Loyalty Reward
CUST_001098,VIP,5.0,0.5,11335.82,0.5,550239.04,23923.44,Exclusive VIP Offer
CUST_001099,Low Value,10.0,0.25,3541.88,0.25,249747.69,15609.23,Premium Discount
CUST_001100,Medium Value,16.0,0.312,9124.95,0.312,1338152.24,34311.6,Standard Discount
CUST_001101,Low Value,15.0,0.0,0.0,0.0,12875.04,6437.52,Standard Discount
CUST_001102,Medium Value,14.0,0.6,18301.25,0.6,1738408.81,33430.94,Premium Discount
CUST_001103,Low Value,13.0,0.0,0.0,0.0,379956.92,75991.38,Premium Discount
CUST_001104,High Value,10.0,0.622,16455.55,0.622,4610617.02,29939.07,Premium Discount
CUST_001105,VIP,5.0,0.5,8446.59,0.5,337584.35,17767.6,Exclusive VIP Offer
CUST_001106,Low Value,21.0,-0.0,0.0,0.0,22148.57,5537.14,High Value Discount
CUST_001107,Low Value,12.0,-0.0,0.0,0.0,211929.26,30275.61,Premium Discount
CUST_001108,VIP,5.0,0.333,10972.71,0.333,636912.27,35384.02,Exclusive VIP Offer
CUST_001109,High Value,9.0,0.643,21080.12,0.643,3679181.92,35376.75,Loyalty Reward
CUST_001110,Low Value,10.0,0.4,1845.74,0.4,64858.11,5404.84,Premium Discount
CUST_001111,Low Value,20.0,0.25,3968.2,0.25,314637.01,19664.81,Standard Discount
CUST_001112,Low Value,12.0,0.167,1280.33,0.167,169716.57,8485.83,Premium Discount
CUST_001113,Medium Value,12.0,0.6,6100.79,0.6,250052.21,11366.01,Premium Discount
CUST_001114,High Value,12.0,0.571,13343.82,0.571,2256142.17,26542.85,Premium Discount
CUST_001115,VIP,5.0,0.429,9995.65,0.429,196417.17,24552.15,Exclusive VIP Offer
CUST_001116,VIP,5.0,0.545,15893.16,0.545,1405256.5,31227.92,Exclusive VIP Offer
CUST_001117,Low Value,21.0,-0.0,0.0,0.0,188675.35,15722.95,High Value Discount
CUST_001118,Medium Value,15.0,0.571,3220.64,0.571,98775.55,6173.47,Premium Discount
CUST_001119,VIP,5.0,0.6,7366.29,0.6,195519.94,13034.66,Exclusive VIP Offer
CUST_001120,VIP,5.0,0.357,6563.3,0.357,1458909.92,19196.18,Exclusive VIP Offer
CUST_001121,Low Value,11.0,-0.0,0.0,0.0,32108.22,16054.11,Premium Discount
CUST_001122,VIP,5.0,0.5,4596.98,0.5,136814.87,9772.49,Exclusive VIP Offer
CUST_001123,VIP,7.0,0.833,10964.79,0.833,407206.03,14041.59,Exclusive VIP Offer
CUST_001124,Medium Value,15.0,0.167,2724.77,0.167,493418.14,19736.73,Standard Discount
CUST_001125,Medium Value,15.0,0.25,6332.58,0.25,322205.98,29291.45,Premium Discount
CUST_001126,Medium Value,12.0,0.833,8133.96,0.833,275225.22,11009.01,Premium Discount
CUST_001127,Medium Value,13.0,0.556,15870.2,0.556,1822344.93,32541.87,Premium Discount
CUST_001128,Medium Value,15.0,0.25,2860.19,0.25,198173.93,13211.6,Premium Discount
CUST_001129,VIP,5.0,0.667,13252.9,0.667,364534.98,21443.23,Exclusive VIP Offer
CUST_001130,VIP,5.0,0.562,14646.41,0.562,1097156.85,27428.92,Exclusive VIP Offer
CUST_001131,VIP,5.0,0.5,14251.78,0.5,869799.57,29993.09,Exclusive VIP Offer
CUST_001132,High Value,13.0,0.609,19004.73,0.609,4892343.3,35196.71,Premium Discount
CUST_001133,High Value,9.0,0.607,20652.1,0.607,3572503.32,37605.3,Loyalty Reward
CUST_001134,VIP,5.0,0.909,20009.91,0.909,1204141.57,23156.57,Exclusive VIP Offer
CUST_001135,High Value,12.0,0.5,17364.91,0.5,2205477.32,38692.58,Premium Discount
CUST_001136,Low Value,12.0,-0.0,0.0,0.0,0.0,0.0,Premium Discount
CUST_001137,Medium Value,16.0,0.5,15560.01,0.5,1854716.29,36366.99,Standard Discount
CUST_001138,VIP,5.0,0.762,8479.35,0.762,623313.69,11760.64,Exclusive VIP Offer
CUST_001139,VIP,5.0,0.6,16317.66,0.6,1469800.2,28819.61,Exclusive VIP Offer
CUST_001140,Medium Value,12.0,0.667,7023.25,0.667,142415.21,11867.93,Premium Discount
CUST_001141,High Value,5.0,0.655,13255.64,0.655,1640438.81,21584.72,Loyalty Reward
CUST_001142,Medium Value,12.0,0.667,9024.88,0.667,323898.63,15423.74,Premium Discount
CUST_001143,Low Value,13.0,-0.0,0.0,0.0,84046.73,12006.68,Premium Discount
CUST_001144,Low Value,12.0,-0.0,0.0,0.0,61266.06,7658.26,Premium Discount
CUST_001145,VIP,5.0,0.727,12738.81,0.727,705783.07,18573.24,Exclusive VIP Offer
CUST_001146,Low Value,11.0,-0.0,0.0,0.0,8073.9,2691.3,Premium Discount
CUST_001147,VIP,5.0,1.0,12412.43,1.0,290514.84,13205.22,Exclusive VIP Offer
CUST_001148,High Value,13.0,0.488,11858.85,0.488,3341868.26,27848.9,Premium Discount
CUST_001149,VIP,5.0,0.636,11299.45,0.636,318413.19,18730.19,Exclusive VIP Offer
CUST_001150,Medium Value,15.0,0.5,4956.56,0.5,213596.25,11241.91,Premium Discount
CUST_001151,Medium Value,15.0,0.5,6376.89,0.5,357344.25,14889.34,Standard Discount
CUST_001152,VIP,5.0,0.5,3951.34,0.5,42004.64,8400.93,Exclusive VIP Offer
CUST_001153,Medium Value,13.0,0.667,4216.59,0.667,417133.22,7191.95,Premium Discount
CUST_001154,Medium Value,13.0,0.667,20552.28,0.667,1808649.0,34781.71,Premium Discount
CUST_001155,VIP,5.0,0.444,6981.25,0.444,503749.05,16791.64,Exclusive VIP Offer
CUST_001156,VIP,7.0,0.6,12465.8,0.6,380994.31,22411.43,Exclusive VIP Offer
CUST_001157,Low Value,18.0,0.333,4374.64,0.333,190708.15,15892.35,Standard Discount
CUST_001158,Medium Value,15.0,0.333,2963.66,0.333,439625.84,10467.28,Standard Discount
CUST_001159,VIP,5.0,0.643,10527.23,0.643,557569.09,17424.03,Exclusive VIP Offer
CUST_001160,VIP,8.0,0.833,11624.03,0.833,487338.26,15229.32,Exclusive VIP Offer
CUST_001161,VIP,5.0,0.417,10371.66,0.417,555779.85,26465.71,Exclusive VIP Offer
CUST_001162,Low Value,13.0,-0.0,0.0,0.0,13341.63,13341.63,Premium Discount
CUST_001163,Medium Value,13.0,0.421,6226.43,0.421,1040839.51,17062.94,Premium Discount
CUST_001164,Medium Value,17.0,-0.0,0.0,0.0,259978.2,19998.32,Standard Discount
CUST_001165,Medium Value,15.0,0.5,8497.73,0.5,648653.65,19656.17,Premium Discount
CUST_001166,Low Value,13.0,-0.0,0.0,0.0,74433.99,37217.0,Premium Discount
CUST_001167,VIP,5.0,0.68,18395.8,0.68,1318414.3,28661.18,Exclusive VIP Offer
CUST_001168,Low Value,13.0,-0.0,0.0,0.0,12171.52,12171.52,Premium Discount
CUST_001169,Medium Value,15.0,0.37,6831.46,0.37,1699030.76,21237.88,Standard Discount
CUST_001170,VIP,5.0,0.75,18053.39,0.75,379888.16,25325.88,Exclusive VIP Offer
CUST_001171,Low Value,17.0,-0.0,0.0,0.0,25155.23,8385.08,Standard Discount
CUST_001172,Medium Value,14.0,0.571,5130.21,0.571,234804.69,10208.9,Premium Discount
CUST_001173,VIP,5.0,0.556,16573.6,0.556,1172080.34,31677.85,Exclusive VIP Offer
CUST_001174,High Value,11.0,0.6,19859.49,0.6,4337597.4,36450.4,Premium Discount
CUST_001175,VIP,5.0,1.0,28216.8,1.0,485142.95,30321.43,Exclusive VIP Offer
CUST_001176,VIP,5.0,0.875,23231.1,0.875,645655.73,28071.99,Exclusive VIP Offer
CUST_001177,VIP,5.0,0.857,9940.91,0.857,260265.36,12393.59,Exclusive VIP Offer
CUST_001178,Low Value,11.0,0.4,3805.35,0.4,88166.58,11020.82,Premium Discount
CUST_001179,High Value,5.0,0.708,33167.87,0.708,4150723.44,50618.58,Loyalty Reward
CUST_001180,VIP,5.0,0.562,13473.01,0.562,1569679.34,25317.41,Exclusive VIP Offer
CUST_001181,High Value,5.0,0.722,23820.14,0.722,2257997.14,35281.21,Loyalty Reward
CUST_001182,Medium Value,14.0,0.476,8442.16,0.476,870603.93,20246.6,Premium Discount
CUST_001183,Medium Value,14.0,0.333,3780.59,0.333,248200.08,13063.16,Premium Discount
CUST_001184,Low Value,15.0,-0.0,0.0,0.0,171969.24,21496.15,Standard Discount
CUST_001185,Medium Value,15.0,0.286,5070.0,0.286,1305681.07,21059.37,Premium Discount
CUST_001186,High Value,5.0,0.61,14347.3,0.61,2354887.69,25052.0,Loyalty Reward
CUST_001187,Medium Value,17.0,0.333,2386.32,0.333,348115.52,8490.62,Standard Discount
CUST_001188,High Value,5.0,0.745,28096.6,0.745,6414017.64,40339.73,Loyalty Reward
CUST_001189,Medium Value,14.0,0.412,15349.61,0.412,1800639.25,41875.33,Premium Discount
CUST_001190,Low Value,11.0,0.2,3372.48,0.2,375600.81,18780.04,Premium Discount
CUST_001191,Medium Value,13.0,0.444,6389.73,0.444,401254.17,16718.92,Premium Discount
CUST_001192,High Value,7.0,0.643,18381.22,0.643,1855356.52,30415.68,Loyalty Reward
CUST_001193,VIP,5.0,0.333,4486.49,0.333,780417.32,15008.03,Exclusive VIP Offer
CUST_001194,Low Value,12.0,-0.0,0.0,0.0,0.0,0.0,Premium Discount
CUST_001195,Low Value,14.0,-0.0,0.0,0.0,2300.52,2300.52,Premium Discount
CUST_001196,VIP,5.0,0.556,16014.68,0.556,847341.1,30262.18,Exclusive VIP Offer
CUST_001197,Medium Value,14.0,0.556,4912.33,0.556,393445.64,10088.35,Premium Discount
CUST_001198,VIP,5.0,0.5,4526.67,0.5,165970.07,9762.95,Exclusive VIP Offer
CUST_001199,VIP,5.0,0.8,7389.42,0.8,147572.38,9838.16,Exclusive VIP Offer
CUST_001200,VIP,5.0,0.8,4789.8,0.8,69116.49,6283.32,Exclusive VIP Offer
CUST_001201,High Value,5.0,0.633,24545.16,0.633,3119824.73,42159.79,Loyalty Reward
CUST_001202,VIP,5.0,0.75,21035.63,0.75,797728.35,29545.49,Exclusive VIP Offer
CUST_001203,VIP,5.0,1.0,20275.74,1.0,128878.39,21479.73,Exclusive VIP Offer
CUST_001204,Medium Value,12.0,0.6,3826.88,0.6,149809.17,7133.77,Premium Discount
CUST_001205,VIP,5.0,0.571,14764.45,0.571,708076.48,27233.71,Exclusive VIP Offer
CUST_001206,VIP,5.0,0.375,5466.94,0.375,511678.56,15505.41,Exclusive VIP Offer
CUST_001207,VIP,5.0,0.5,14234.87,0.5,894735.92,29824.53,Exclusive VIP Offer
CUST_001208,Low Value,14.0,-0.0,0.0,0.0,47037.52,5879.69,Premium Discount
CUST_001209,VIP,5.0,0.6,18934.8,0.6,1393282.43,33173.39,Exclusive VIP Offer
CUST_001210,Low Value,13.0,0.167,2649.86,0.167,179145.36,19905.04,Premium Discount
CUST_001211,Low Value,22.0,-0.0,0.0,0.0,145789.22,11214.56,High Value Discount
CUST_001212,VIP,5.0,0.45,5740.04,0.45,840603.88,13342.92,Exclusive VIP Offer
CUST_001213,VIP,5.0,0.667,18400.85,0.667,416640.18,29760.01,Exclusive VIP Offer
